age,Sr,eSr,d13C,ed13C,d34S,ed34S,fR,efR,fL,efL,fA,efA,fA_Godderis,efA_Godderis,fAw_fA,efAw_fA,fAw_fA_Godderis,efAw_fA_Godderis,fD,efD,fD_Godderis,efD_Godderis,RT,eRT,GEOG,eGEOG,GEOG_Godderis,eGEOG_Godderis,fSR,efSR,fC,efC,fHR,efHR,fHRall,efHRall
416,86.4,2.7059856786,1.7,0.62758296,25.34,1.1352154698,0.94206,0.0753648,1.576,0.6304,0.74,0.37,0.7982,0.179595,1,0.2,0.8349066666,0.4174533334,1.268,0.634,1.0861532244,0.244384475,0.0224559702,0.0112279854,-1.5,5,-1.0796,1.25,1.51,0.26425,0.75,0.16875,0,0,0,0
415,86.5,2.814736545,1.75,0.5795208,25.05,1.0958770275,0.9407,0.075256,1.585,0.634,0.74,0.37,0.8,0.18,1,0.2,0.83415,0.417075,1.265,0.6325,1.086870831,0.2445459365,0.0224483365,0.0112241685,-1.4,5,-1.1235,1.25,1.505,0.263375,0.75,0.16875,0,0,0,0
414,86.6,2.9234874114,1.8,0.53145864,24.76,1.0565385852,0.93934,0.0751472,1.594,0.6376,0.74,0.37,0.8018,0.180405,1,0.2,0.8333933334,0.4166966666,1.262,0.631,1.0875884376,0.244707398,0.0224407028,0.0112203516,-1.3,5,-1.1674,1.25,1.5,0.2625,0.75,0.16875,0,0,0,0
413,86.7,3.0322382778,1.85,0.48339648,24.47,1.0172001429,0.93798,0.0750384,1.603,0.6412,0.74,0.37,0.8036,0.18081,1,0.2,0.8326366668,0.4163183332,1.259,0.6295,1.0883060442,0.2448688595,0.0224330691,0.0112165347,-1.2,5,-1.2113,1.25,1.495,0.261625,0.75,0.16875,0,0,0,0
412,86.8,3.1409891442,1.9,0.43533432,24.18,0.9778617006,0.93662,0.0749296,1.612,0.6448,0.74,0.37,0.8054,0.181215,1,0.2,0.8318800002,0.4159399998,1.256,0.628,1.0890236508,0.245030321,0.0224254354,0.0112127178,-1.1,5,-1.2552,1.25,1.49,0.26075,0.75,0.16875,0,0,0,0
411,86.9,3.2497400106,1.95,0.38727216,23.89,0.9385232583,0.93526,0.0748208,1.621,0.6484,0.74,0.37,0.8072,0.18162,1,0.2,0.8311233336,0.4155616664,1.253,0.6265,1.0897412574,0.2451917825,0.0224178017,0.0112089009,-1,5,-1.2991,1.25,1.485,0.259875,0.75,0.16875,0,0,0,0
410,87,3.358490877,2,0.33921,23.6,0.899184816,0.9339,0.074712,1.63,0.652,0.74,0.37,0.809,0.182025,1,0.2,0.830366667,0.415183333,1.25,0.625,1.090458864,0.245353244,0.022410168,0.011205084,-0.9,5,-1.343,1.25,1.48,0.259,0.75,0.16875,0,0,0,0
409,86.8,3.2136375859,1.85,0.33896844,23.41,0.8960073282,0.93247,0.0745976,1.63,0.652,0.74,0.37,0.8108,0.18243,1,0.2,0.8296100003,0.4148049997,1.248,0.624,1.0911764706,0.2455147055,0.0224025343,0.0112012672,-0.8,5,-1.3869,1.25,1.47,0.25725,0.75,0.16875,0,0,0,0
408,86.6,3.0687842948,1.7,0.33872688,23.22,0.8928298404,0.93104,0.0744832,1.63,0.652,0.74,0.37,0.8126,0.182835,1,0.2,0.8288533336,0.4144266664,1.246,0.623,1.0918940772,0.245676167,0.0223949006,0.0111974504,-0.7,5,-1.4308,1.25,1.46,0.2555,0.75,0.16875,0,0,0,0
407,86.4,2.9239310037,1.55,0.33848532,23.03,0.8896523526,0.92961,0.0743688,1.63,0.652,0.74,0.37,0.8144,0.18324,1,0.2,0.8280966669,0.4140483331,1.244,0.622,1.0926116838,0.2458376285,0.0223872669,0.0111936336,-0.6,5,-1.4747,1.25,1.45,0.25375,0.75,0.16875,0,0,0,0
406,86.2,2.7790777126,1.4,0.33824376,22.84,0.8864748648,0.92818,0.0742544,1.63,0.652,0.74,0.37,0.8162,0.183645,1,0.2,0.8273400002,0.4136699998,1.242,0.621,1.0933292904,0.24599909,0.0223796332,0.0111898168,-0.5,5,-1.5186,1.25,1.44,0.252,0.75,0.16875,0,0,0,0
405,86,2.6342244215,1.25,0.3380022,22.65,0.883297377,0.92675,0.07414,1.63,0.652,0.74,0.37,0.818,0.18405,1,0.2,0.8265833335,0.4132916665,1.24,0.62,1.094046897,0.2461605515,0.0223719995,0.011186,-0.4,5,-1.5625,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
404,85.8,2.4893711304,1.1,0.33776064,22.46,0.8801198892,0.92532,0.0740256,1.63,0.652,0.74,0.37,0.8198,0.184455,1,0.2,0.8258266668,0.4129133332,1.238,0.619,1.0947645036,0.246322013,0.0223643658,0.0111821832,-0.3,5,-1.6064,1.25,1.42,0.2485,0.75,0.16875,0,0,0,0
403,85.6,2.3445178393,0.95,0.33751908,22.27,0.8769424014,0.92389,0.0739112,1.63,0.652,0.74,0.37,0.8216,0.18486,1,0.2,0.8250700001,0.4125349999,1.236,0.618,1.0954821102,0.2464834745,0.0223567321,0.0111783664,-0.2,5,-1.6503,1.25,1.41,0.24675,0.75,0.16875,0,0,0,0
402,85.4,2.1996645482,0.8,0.33727752,22.08,0.8737649136,0.92246,0.0737968,1.63,0.652,0.74,0.37,0.8234,0.185265,1,0.2,0.8243133334,0.4121566666,1.234,0.617,1.0961997168,0.246644936,0.0223490984,0.0111745496,-0.1,5,-1.6942,1.25,1.4,0.245,0.75,0.16875,0,0,0,0
401,85.2,2.0548112571,0.65,0.33703596,21.89,0.8705874258,0.92103,0.0736824,1.63,0.652,0.74,0.37,0.8252,0.18567,1,0.2,0.8235566667,0.4117783333,1.232,0.616,1.0969173234,0.2468063975,0.0223414647,0.0111707328,0,5,-1.7381,1.25,1.39,0.24325,0.75,0.16875,0,0,0,0
400,85,1.909957966,0.5,0.3367944,21.7,0.867409938,0.9196,0.073568,1.63,0.652,0.74,0.37,0.827,0.186075,1,0.2,0.8228,0.4114,1.23,0.615,1.09763493,0.246967859,0.022333831,0.011166916,0.1,5,-1.782,1.25,1.38,0.2415,0.75,0.16875,0,0,0,0
399,84.5,1.8236614286,0.6,0.35184132,21.65,0.9366860373,0.91811,0.0734488,1.614,0.6456,0.738,0.369,0.823,0.185175,1,0.2,0.82309,0.411545,1.229,0.6145,1.1002627853,0.2475591265,0.0223261974,0.0111630992,0.2,5,-1.6615333333,1.25,1.378,0.24115,0.75,0.16875,0,0,0,0
398,84,1.7373648912,0.7,0.36688824,21.6,1.0059621366,0.91662,0.0733296,1.598,0.6392,0.736,0.368,0.819,0.184275,1,0.2,0.82338,0.41169,1.228,0.614,1.1028906406,0.248150394,0.0223185638,0.0111592824,0.3,5,-1.5410666666,1.25,1.376,0.2408,0.75,0.16875,0,0,0,0
397,83.5,1.6510683538,0.8,0.38193516,21.55,1.0752382359,0.91513,0.0732104,1.582,0.6328,0.734,0.367,0.815,0.183375,1,0.2,0.82367,0.411835,1.227,0.6135,1.1055184959,0.2487416615,0.0223109302,0.0111554656,0.4,5,-1.4205999999,1.25,1.374,0.24045,0.75,0.16875,0,0,0,0
396,83,1.5647718164,0.9,0.39698208,21.5,1.1445143352,0.91364,0.0730912,1.566,0.6264,0.732,0.366,0.811,0.182475,1,0.2,0.82396,0.41198,1.226,0.613,1.1081463512,0.249332929,0.0223032966,0.0111516488,0.5,5,-1.3001333332,1.25,1.372,0.2401,0.75,0.16875,0,0,0,0
395,82.5,1.478475279,1,0.412029,21.45,1.2137904345,0.91215,0.072972,1.55,0.62,0.73,0.365,0.807,0.181575,1,0.2,0.82425,0.412125,1.225,0.6125,1.1107742065,0.2499241965,0.022295663,0.011147832,0.6,5,-1.1796666665,1.25,1.37,0.23975,0.75,0.16875,0,0,0,0
394,82,1.3921787416,1.1,0.42707592,21.4,1.2830665338,0.91066,0.0728528,1.534,0.6136,0.728,0.364,0.803,0.180675,1,0.2,0.82454,0.41227,1.224,0.612,1.1134020618,0.250515464,0.0222880294,0.0111440152,0.7,5,-1.0591999998,1.25,1.368,0.2394,0.75,0.16875,0,0,0,0
393,81.5,1.3058822042,1.2,0.44212284,21.35,1.3523426331,0.90917,0.0727336,1.518,0.6072,0.726,0.363,0.799,0.179775,1,0.2,0.82483,0.412415,1.223,0.6115,1.1160299171,0.2511067315,0.0222803958,0.0111401984,0.8,5,-0.9387333331,1.25,1.366,0.23905,0.75,0.16875,0,0,0,0
392,81,1.2195856668,1.3,0.45716976,21.3,1.4216187324,0.90768,0.0726144,1.502,0.6008,0.724,0.362,0.795,0.178875,1,0.2,0.82512,0.41256,1.222,0.611,1.1186577724,0.251697999,0.0222727622,0.0111363816,0.9,5,-0.8182666664,1.25,1.364,0.2387,0.75,0.16875,0,0,0,0
391,80.5,1.1332891294,1.4,0.47221668,21.25,1.4908948317,0.90619,0.0724952,1.486,0.5944,0.722,0.361,0.791,0.177975,1,0.2,0.82541,0.412705,1.221,0.6105,1.1212856277,0.2522892665,0.0222651286,0.0111325648,1,5,-0.6977999997,1.25,1.362,0.23835,0.75,0.16875,0,0,0,0
390,80,1.046992592,1.5,0.4872636,21.2,1.560170931,0.9047,0.072376,1.47,0.588,0.72,0.36,0.787,0.177075,1,0.2,0.8257,0.41285,1.22,0.61,1.123913483,0.252880534,0.022257495,0.011128748,1.1,5,-0.577333333,1.25,1.36,0.238,0.75,0.16875,0,0,0,0
389,79.8,1.0968171438,1.45,0.48583332,21.2,1.4841238323,0.90315,0.072252,1.47,0.588,0.717,0.3585,0.783,0.176175,1,0.2,0.82599,0.412995,1.219,0.6095,1.1265413383,0.2534718014,0.0222498613,0.0111249311,1.09,5,-0.4568666664,1.25,1.362,0.23835,0.75,0.16875,0,0,0,0
388,79.6,1.1466416956,1.4,0.48440304,21.2,1.4080767336,0.9016,0.072128,1.47,0.588,0.714,0.357,0.779,0.175275,1,0.2,0.82628,0.41314,1.218,0.609,1.1291691936,0.2540630688,0.0222422276,0.0111211142,1.08,5,-0.3363999998,1.25,1.364,0.2387,0.75,0.16875,0,0,0,0
387,79.4,1.1964662474,1.35,0.48297276,21.2,1.3320296349,0.90005,0.072004,1.47,0.588,0.711,0.3555,0.775,0.174375,1,0.2,0.82657,0.413285,1.217,0.6085,1.1317970489,0.2546543362,0.0222345939,0.0111172973,1.07,5,-0.2159333332,1.25,1.366,0.23905,0.75,0.16875,0,0,0,0
386,79.2,1.2462907992,1.3,0.48154248,21.2,1.2559825362,0.8985,0.07188,1.47,0.588,0.708,0.354,0.771,0.173475,1,0.2,0.82686,0.41343,1.216,0.608,1.1344249042,0.2552456036,0.0222269602,0.0111134804,1.06,5,-0.0954666665999999,1.25,1.368,0.2394,0.75,0.16875,0,0,0,0
385,79,1.296115351,1.25,0.4801122,21.2,1.1799354375,0.89695,0.071756,1.47,0.588,0.705,0.3525,0.767,0.172575,1,0.2,0.82715,0.413575,1.215,0.6075,1.1370527595,0.255836871,0.0222193265,0.0111096635,1.05,5,0.025,1.25,1.37,0.23975,0.75,0.16875,0,0,0,0
384,78.8,1.3459399028,1.2,0.47868192,21.2,1.1038883388,0.8954,0.071632,1.47,0.588,0.702,0.351,0.763,0.171675,1,0.2,0.82744,0.41372,1.214,0.607,1.1396806148,0.2564281384,0.0222116928,0.0111058466,1.04,5,0.1454666666,1.25,1.372,0.2401,0.75,0.16875,0,0,0,0
383,78.6,1.3957644546,1.15,0.47725164,21.2,1.0278412401,0.89385,0.071508,1.47,0.588,0.699,0.3495,0.759,0.170775,1,0.2,0.82773,0.413865,1.213,0.6065,1.1423084701,0.2570194058,0.0222040591,0.0111020297,1.03,5,0.2659333332,1.25,1.374,0.24045,0.75,0.16875,0,0,0,0
382,78.4,1.4455890064,1.1,0.47582136,21.2,0.9517941414,0.8923,0.071384,1.47,0.588,0.696,0.348,0.755,0.169875,1,0.2,0.82802,0.41401,1.212,0.606,1.1449363254,0.2576106732,0.0221964254,0.0110982128,1.02,5,0.3863999998,1.25,1.376,0.2408,0.75,0.16875,0,0,0,0
381,78.2,1.4954135582,1.05,0.47439108,21.2,0.8757470427,0.89075,0.07126,1.47,0.588,0.693,0.3465,0.751,0.168975,1,0.2,0.82831,0.414155,1.211,0.6055,1.1475641807,0.2582019406,0.0221887917,0.0110943959,1.01,5,0.5068666664,1.25,1.378,0.24115,0.75,0.16875,0,0,0,0
380,78,1.54523811,1,0.4729608,21.2,0.799699944,0.8892,0.071136,1.47,0.588,0.69,0.345,0.747,0.168075,1,0.2,0.8286,0.4143,1.21,0.605,1.150192036,0.258793208,0.022181158,0.011090579,1,5,0.627333333,1.25,1.38,0.2415,0.75,0.16875,0,0,0,0
379,78.4,1.5716676162,1,0.4526748,21.11,0.8133505481,0.88762,0.0710096,1.47,0.588,0.69,0.345,0.743,0.167175,1,0.2,0.82889,0.414445,1.21,0.605,1.1528198912,0.2593844754,0.0221735243,0.0110867622,0.99,5,0.7477999997,1.25,1.382,0.24185,0.75,0.16875,0,0,0,0
378,78.8,1.5980971224,1,0.4323888,21.02,0.8270011522,0.88604,0.0708832,1.47,0.588,0.69,0.345,0.739,0.166275,1,0.2,0.82918,0.41459,1.21,0.605,1.1554477464,0.2599757428,0.0221658906,0.0110829454,0.98,5,0.8682666664,1.25,1.384,0.2422,0.75,0.16875,0,0,0,0
377,79.2,1.6245266286,1,0.4121028,20.93,0.8406517563,0.88446,0.0707568,1.47,0.588,0.69,0.345,0.735,0.165375,1,0.2,0.82947,0.414735,1.21,0.605,1.1580756016,0.2605670102,0.0221582569,0.0110791286,0.97,5,0.9887333331,1.25,1.386,0.24255,0.75,0.16875,0,0,0,0
376,79.6,1.6509561348,1,0.3918168,20.84,0.8543023604,0.88288,0.0706304,1.47,0.588,0.69,0.345,0.731,0.164475,1,0.2,0.82976,0.41488,1.21,0.605,1.1607034568,0.2611582776,0.0221506232,0.0110753118,0.96,5,1.1091999998,1.25,1.388,0.2429,0.75,0.16875,0,0,0,0
375,80,1.677385641,1,0.3715308,20.75,0.8679529645,0.8813,0.070504,1.47,0.588,0.69,0.345,0.727,0.163575,1,0.2,0.83005,0.415025,1.21,0.605,1.163331312,0.261749545,0.0221429895,0.011071495,0.95,5,1.2296666665,1.25,1.39,0.24325,0.75,0.16875,0,0,0,0
374,80.4,1.7038151472,1,0.3512448,20.66,0.8816035686,0.87972,0.0703776,1.47,0.588,0.69,0.345,0.723,0.162675,1,0.2,0.83034,0.41517,1.21,0.605,1.1659591672,0.2623408124,0.0221353558,0.0110676782,0.94,5,1.3501333332,1.25,1.392,0.2436,0.75,0.16875,0,0,0,0
373,80.8,1.7302446534,1,0.3309588,20.57,0.8952541727,0.87814,0.0702512,1.47,0.588,0.69,0.345,0.719,0.161775,1,0.2,0.83063,0.415315,1.21,0.605,1.1685870224,0.2629320798,0.0221277221,0.0110638614,0.93,5,1.4705999999,1.25,1.394,0.24395,0.75,0.16875,0,0,0,0
372,81.2,1.7566741596,1,0.3106728,20.48,0.9089047768,0.87656,0.0701248,1.47,0.588,0.69,0.345,0.715,0.160875,1,0.2,0.83092,0.41546,1.21,0.605,1.1712148776,0.2635233472,0.0221200884,0.0110600446,0.92,5,1.5910666666,1.25,1.396,0.2443,0.75,0.16875,0,0,0,0
371,81.6,1.7831036658,1,0.2903868,20.39,0.9225553809,0.87498,0.0699984,1.47,0.588,0.69,0.345,0.711,0.159975,1,0.2,0.83121,0.415605,1.21,0.605,1.1738427328,0.2641146146,0.0221124547,0.0110562278,0.91,5,1.7115333333,1.25,1.398,0.24465,0.75,0.16875,0,0,0,0
370,82,1.809533172,1,0.2701008,20.3,0.936205985,0.8734,0.069872,1.47,0.588,0.69,0.345,0.707,0.159075,1,0.2,0.8315,0.41575,1.21,0.605,1.176470588,0.264705882,0.022104821,0.011052411,0.9,5,1.832,1.25,1.4,0.245,0.75,0.16875,0,0,0,0
369,82,1.8370504694,1.04,0.29655,20.22,0.936205985,0.87177,0.0697416,1.463,0.5852,0.691,0.3455,0.7099,0.1597275,1,0.2,0.83226,0.41613,1.21,0.605,1.1758237313,0.2645603393,0.0219479564,0.0109739787,0.88,5,1.7717666667,1.25,1.403,0.245525,0.75,0.16875,0,0,0,0
368,82,1.8645677668,1.08,0.3229992,20.14,0.936205985,0.87014,0.0696112,1.456,0.5824,0.692,0.346,0.7128,0.16038,1,0.2,0.83302,0.41651,1.21,0.605,1.1751768746,0.2644147966,0.0217910918,0.0108955464,0.86,5,1.7115333334,1.25,1.406,0.24605,0.75,0.16875,0,0,0,0
367,82,1.8920850642,1.12,0.3494484,20.06,0.936205985,0.86851,0.0694808,1.449,0.5796,0.693,0.3465,0.7157,0.1610325,1,0.2,0.83378,0.41689,1.21,0.605,1.1745300179,0.2642692539,0.0216342272,0.0108171141,0.84,5,1.6513000001,1.25,1.409,0.246575,0.75,0.16875,0,0,0,0
366,82,1.9196023616,1.16,0.3758976,19.98,0.936205985,0.86688,0.0693504,1.442,0.5768,0.694,0.347,0.7186,0.161685,1,0.2,0.83454,0.41727,1.21,0.605,1.1738831612,0.2641237112,0.0214773626,0.0107386818,0.82,5,1.5910666668,1.25,1.412,0.2471,0.75,0.16875,0,0,0,0
365,82,1.947119659,1.2,0.4023468,19.9,0.936205985,0.86525,0.06922,1.435,0.574,0.695,0.3475,0.7215,0.1623375,1,0.2,0.8353,0.41765,1.21,0.605,1.1732363045,0.2639781685,0.021320498,0.0106602495,0.8,5,1.5308333335,1.25,1.415,0.247625,0.75,0.16875,0,0,0,0
364,82,1.9746369564,1.24,0.428796,19.82,0.936205985,0.86362,0.0690896,1.428,0.5712,0.696,0.348,0.7244,0.16299,1,0.2,0.83606,0.41803,1.21,0.605,1.1725894478,0.2638326258,0.0211636334,0.0105818172,0.78,5,1.4706000002,1.25,1.418,0.24815,0.75,0.16875,0,0,0,0
363,82,2.0021542538,1.28,0.4552452,19.74,0.936205985,0.86199,0.0689592,1.421,0.5684,0.697,0.3485,0.7273,0.1636425,1,0.2,0.83682,0.41841,1.21,0.605,1.1719425911,0.2636870831,0.0210067688,0.0105033849,0.76,5,1.4103666669,1.25,1.421,0.248675,0.75,0.16875,0,0,0,0
362,82,2.0296715512,1.32,0.4816944,19.66,0.936205985,0.86036,0.0688288,1.414,0.5656,0.698,0.349,0.7302,0.164295,1,0.2,0.83758,0.41879,1.21,0.605,1.1712957344,0.2635415404,0.0208499042,0.0104249526,0.74,5,1.3501333336,1.25,1.424,0.2492,0.75,0.16875,0,0,0,0
361,82,2.0571888486,1.36,0.5081436,19.58,0.936205985,0.85873,0.0686984,1.407,0.5628,0.699,0.3495,0.7331,0.1649475,1,0.2,0.83834,0.41917,1.21,0.605,1.1706488777,0.2633959977,0.0206930396,0.0103465203,0.72,5,1.2899000003,1.25,1.427,0.249725,0.75,0.16875,0,0,0,0
360,82,2.084706146,1.4,0.5345928,19.5,0.936205985,0.8571,0.068568,1.4,0.56,0.7,0.35,0.736,0.1656,1,0.2,0.8391,0.41955,1.21,0.605,1.170002021,0.263250455,0.020536175,0.010268088,0.7,5,1.229666667,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
359,81.6,2.2483132688,1.54,0.53774784,19.25,0.944408763,0.85546,0.0684368,1.401,0.5604,0.703,0.3515,0.739,0.166275,1,0.2,0.83986,0.41993,1.21,0.605,1.1693551644,0.2631049122,0.0203793105,0.0101896557,0.69,5,1.1694333336,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
358,81.2,2.4119203916,1.68,0.54090288,19,0.952611541,0.85382,0.0683056,1.402,0.5608,0.706,0.353,0.742,0.16695,1,0.2,0.84062,0.42031,1.21,0.605,1.1687083078,0.2629593694,0.020222446,0.0101112234,0.68,5,1.1092000002,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
357,80.8,2.5755275144,1.82,0.54405792,18.75,0.960814319,0.85218,0.0681744,1.403,0.5612,0.709,0.3545,0.745,0.167625,1,0.2,0.84138,0.42069,1.21,0.605,1.1680614512,0.2628138266,0.0200655815,0.0100327911,0.67,5,1.0489666668,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
356,80.4,2.7391346372,1.96,0.54721296,18.5,0.969017097,0.85054,0.0680432,1.404,0.5616,0.712,0.356,0.748,0.1683,1,0.2,0.84214,0.42107,1.21,0.605,1.1674145946,0.2626682838,0.019908717,0.0099543588,0.66,5,0.9887333334,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
355,80,2.90274176,2.1,0.550368,18.25,0.977219875,0.8489,0.067912,1.405,0.562,0.715,0.3575,0.751,0.168975,1,0.2,0.8429,0.42145,1.21,0.605,1.166767738,0.262522741,0.0197518525,0.0098759265,0.65,5,0.9285,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
354,79.6,3.0663488828,2.24,0.55352304,18,0.985422653,0.84726,0.0677808,1.406,0.5624,0.718,0.359,0.754,0.16965,1,0.2,0.84366,0.42183,1.21,0.605,1.1661208814,0.2623771982,0.019594988,0.0097974942,0.64,5,0.8682666666,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
353,79.2,3.2299560056,2.38,0.55667808,17.75,0.993625431,0.84562,0.0676496,1.407,0.5628,0.721,0.3605,0.757,0.170325,1,0.2,0.84442,0.42221,1.21,0.605,1.1654740248,0.2622316554,0.0194381235,0.0097190619,0.63,5,0.8080333332,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
352,78.8,3.3935631284,2.52,0.55983312,17.5,1.001828209,0.84398,0.0675184,1.408,0.5632,0.724,0.362,0.76,0.171,1,0.2,0.84518,0.42259,1.21,0.605,1.1648271682,0.2620861126,0.019281259,0.0096406296,0.62,5,0.7477999998,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
351,78.4,3.5571702512,2.66,0.56298816,17.25,1.010030987,0.84234,0.0673872,1.409,0.5636,0.727,0.3635,0.763,0.171675,1,0.2,0.84594,0.42297,1.21,0.605,1.1641803116,0.2619405698,0.0191243945,0.0095621973,0.61,5,0.6875666664,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
350,78,3.720777374,2.8,0.5661432,17,1.018233765,0.8407,0.067256,1.41,0.564,0.73,0.365,0.766,0.17235,1,0.2,0.8467,0.42335,1.21,0.605,1.163533455,0.261795027,0.01896753,0.009483765,0.6,5,0.627333333,1.25,1.43,0.25025,0.75,0.16875,0,0,0,0
349,77.7,3.6845823227,2.81,0.5623704,16.88,1.0319727815,0.83903,0.0671224,1.41,0.564,0.733,0.3665,0.769,0.173025,1,0.2,0.84746,0.42373,1.21,0.605,1.1628865983,0.2616494843,0.0189964304,0.0094982152,0.59,5,0.5670999997,1.25,1.415,0.247625,0.75,0.16875,0,0,0,0
348,77.4,3.6483872714,2.82,0.5585976,16.76,1.045711798,0.83736,0.0669888,1.41,0.564,0.736,0.368,0.772,0.1737,1,0.2,0.84822,0.42411,1.21,0.605,1.1622397416,0.2615039416,0.0190253308,0.0095126654,0.58,5,0.5068666664,1.25,1.4,0.245,0.75,0.16875,0,0,0,0
347,77.1,3.6121922201,2.83,0.5548248,16.64,1.0594508145,0.83569,0.0668552,1.41,0.564,0.739,0.3695,0.775,0.174375,1,0.2,0.84898,0.42449,1.21,0.605,1.1615928849,0.2613583989,0.0190542312,0.0095271156,0.57,5,0.4466333331,1.25,1.385,0.242375,0.75,0.16875,0,0,0,0
346,76.8,3.5759971688,2.84,0.551052,16.52,1.073189831,0.83402,0.0667216,1.41,0.564,0.742,0.371,0.778,0.17505,1,0.2,0.84974,0.42487,1.21,0.605,1.1609460282,0.2612128562,0.0190831316,0.0095415658,0.56,5,0.3863999998,1.25,1.37,0.23975,0.75,0.16875,0,0,0,0
345,76.5,3.5398021175,2.85,0.5472792,16.4,1.0869288475,0.83235,0.066588,1.41,0.564,0.745,0.3725,0.781,0.175725,1,0.2,0.8505,0.42525,1.21,0.605,1.1602991715,0.2610673135,0.019112032,0.009556016,0.55,5,0.3261666665,1.25,1.355,0.237125,0.75,0.16875,0,0,0,0
344,76.2,3.5036070662,2.86,0.5435064,16.28,1.100667864,0.83068,0.0664544,1.41,0.564,0.748,0.374,0.784,0.1764,1,0.2,0.85126,0.42563,1.21,0.605,1.1596523148,0.2609217708,0.0191409324,0.0095704662,0.54,5,0.2659333332,1.25,1.34,0.2345,0.75,0.16875,0,0,0,0
343,75.9,3.4674120149,2.87,0.5397336,16.16,1.1144068805,0.82901,0.0663208,1.41,0.564,0.751,0.3755,0.787,0.177075,1,0.2,0.85202,0.42601,1.21,0.605,1.1590054581,0.2607762281,0.0191698328,0.0095849164,0.53,5,0.2056999999,1.25,1.325,0.231875,0.75,0.16875,0,0,0,0
342,75.6,3.4312169636,2.88,0.5359608,16.04,1.128145897,0.82734,0.0661872,1.41,0.564,0.754,0.377,0.79,0.17775,1,0.2,0.85278,0.42639,1.21,0.605,1.1583586014,0.2606306854,0.0191987332,0.0095993666,0.52,5,0.1454666666,1.25,1.31,0.22925,0.75,0.16875,0,0,0,0
341,75.3,3.3950219123,2.89,0.532188,15.92,1.1418849135,0.82567,0.0660536,1.41,0.564,0.757,0.3785,0.793,0.178425,1,0.2,0.85354,0.42677,1.21,0.605,1.1577117447,0.2604851427,0.0192276336,0.0096138168,0.51,5,0.0852333333,1.25,1.295,0.226625,0.75,0.16875,0,0,0,0
340,75,3.358826861,2.9,0.5284152,15.8,1.15562393,0.824,0.06592,1.41,0.564,0.76,0.38,0.796,0.1791,1,0.2,0.8543,0.42715,1.21,0.605,1.157064888,0.2603396,0.019256534,0.009628267,0.5,5,0.025,1.25,1.28,0.224,0.75,0.16875,0,0,0,0
339,75.3,3.407075032,2.86,0.53007912,15.69,1.0691132151,0.82234,0.0657872,1.41,0.564,0.761,0.3805,0.7964,0.17919,1,0.2,0.854585,0.4272925,1.208,0.604,1.1566024865,0.2602355596,0.0193393662,0.0096696831,0.51,5,0.04495,1.25,1.259,0.220325,0.75,0.16875,0,0,0,0
338,75.6,3.455323203,2.82,0.53174304,15.58,0.9826025002,0.82068,0.0656544,1.41,0.564,0.762,0.381,0.7968,0.17928,1,0.2,0.85487,0.427435,1.206,0.603,1.156140085,0.2601315192,0.0194221984,0.0097110992,0.52,5,0.0649,1.25,1.238,0.21665,0.75,0.16875,0,0,0,0
337,75.9,3.503571374,2.78,0.53340696,15.47,0.8960917853,0.81902,0.0655216,1.41,0.564,0.763,0.3815,0.7972,0.17937,1,0.2,0.855155,0.4275775,1.204,0.602,1.1556776835,0.2600274788,0.0195050306,0.0097525153,0.53,5,0.08485,1.25,1.217,0.212975,0.75,0.16875,0,0,0,0
336,76.2,3.551819545,2.74,0.53507088,15.36,0.8095810704,0.81736,0.0653888,1.41,0.564,0.764,0.382,0.7976,0.17946,1,0.2,0.85544,0.42772,1.202,0.601,1.155215282,0.2599234384,0.0195878628,0.0097939314,0.54,5,0.1048,1.25,1.196,0.2093,0.75,0.16875,0,0,0,0
335,76.5,3.600067716,2.7,0.5367348,15.25,0.7230703555,0.8157,0.065256,1.41,0.564,0.765,0.3825,0.798,0.17955,1,0.2,0.855725,0.4278625,1.2,0.6,1.1547528805,0.259819398,0.019670695,0.0098353475,0.55,5,0.12475,1.25,1.175,0.205625,0.75,0.16875,0,0,0,0
334,76.8,3.648315887,2.66,0.53839872,15.14,0.6365596406,0.81404,0.0651232,1.41,0.564,0.766,0.383,0.7984,0.17964,1,0.2,0.85601,0.428005,1.198,0.599,1.154290479,0.2597153576,0.0197535272,0.0098767636,0.56,5,0.1447,1.25,1.154,0.20195,0.75,0.16875,0,0,0,0
333,77.1,3.696564058,2.62,0.54006264,15.03,0.5500489257,0.81238,0.0649904,1.41,0.564,0.767,0.3835,0.7988,0.17973,1,0.2,0.856295,0.4281475,1.196,0.598,1.1538280775,0.2596113172,0.0198363594,0.0099181797,0.57,5,0.16465,1.25,1.133,0.198275,0.75,0.16875,0,0,0,0
