age,Sr,eSr,d13C,ed13C,d34S,ed34S,fR,efR,fL,efL,fA,efA,fA_Godderis,efA_Godderis,fAw_fA,efAw_fA,fAw_fA_Godderis,efAw_fA_Godderis,fD,efD,fD_Godderis,efD_Godderis,RT,eRT,GEOG,eGEOG,GEOG_Godderis,eGEOG_Godderis,fSR,efSR,fC,efC,fHR,efHR,fHRall,efHRall
500,89,3.388423557,-1,0.1106064,36.1,3.030053905,1.0217,0.081736,0.99,0.396,0.65,0.325,0.873,0.196425,1,0.2,0.8418,0.4209,1.07,0.535,0.820194057,0.184543663,0.028902606,0.014451303,2.1,5,-2.025,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
499,88.8,3.1652482096,-1,0.1379032575,35.89,2.9594711181,1.02118,0.0816944,0.99,0.396,0.65,0.325,0.8747,0.1968075,1,0.2,0.8402766667,0.4201383333,1.066,0.533,0.822953305,0.1851644938,0.0289332221,0.0144666111,2.2,5,-2.021,1.25,1.518,0.26565,0.75,0.16875,0,0,0,0
498,88.6,2.9420728622,-1,0.165200115,35.68,2.8888883312,1.02066,0.0816528,0.99,0.396,0.65,0.325,0.8764,0.19719,1,0.2,0.8387533334,0.4193766666,1.062,0.531,0.825712553,0.1857853246,0.0289638382,0.0144819192,2.3,5,-2.017,1.25,1.516,0.2653,0.75,0.16875,0,0,0,0
497,88.4,2.7188975148,-1,0.1924969725,35.47,2.8183055443,1.02014,0.0816112,0.99,0.396,0.65,0.325,0.8781,0.1975725,1,0.2,0.8372300001,0.4186149999,1.058,0.529,0.828471801,0.1864061554,0.0289944543,0.0144972273,2.4,5,-2.013,1.25,1.514,0.26495,0.75,0.16875,0,0,0,0
496,88.2,2.4957221674,-1,0.21979383,35.26,2.7477227574,1.01962,0.0815696,0.99,0.396,0.65,0.325,0.8798,0.197955,1,0.2,0.8357066668,0.4178533332,1.054,0.527,0.831231049,0.1870269862,0.0290250704,0.0145125354,2.5,5,-2.009,1.25,1.512,0.2646,0.75,0.16875,0,0,0,0
495,88,2.27254682,-1,0.2470906875,35.05,2.6771399705,1.0191,0.081528,0.99,0.396,0.65,0.325,0.8815,0.1983375,1,0.2,0.8341833335,0.4170916665,1.05,0.525,0.833990297,0.187647817,0.0290556865,0.0145278435,2.6,5,-2.005,1.25,1.51,0.26425,0.75,0.16875,0,0,0,0
494,87.8,2.0493714726,-1,0.274387545,34.84,2.6065571836,1.01858,0.0814864,0.99,0.396,0.65,0.325,0.8832,0.19872,1,0.2,0.8326600002,0.4163299998,1.046,0.523,0.836749545,0.1882686478,0.0290863026,0.0145431516,2.7,5,-2.001,1.25,1.508,0.2639,0.75,0.16875,0,0,0,0
493,87.6,1.8261961252,-1,0.3016844025,34.63,2.5359743967,1.01806,0.0814448,0.99,0.396,0.65,0.325,0.8849,0.1991025,1,0.2,0.8311366669,0.4155683331,1.042,0.521,0.839508793,0.1888894786,0.0291169187,0.0145584597,2.8,5,-1.997,1.25,1.506,0.26355,0.75,0.16875,0,0,0,0
492,87.4,1.6030207778,-1,0.32898126,34.42,2.4653916098,1.01754,0.0814032,0.99,0.396,0.65,0.325,0.8866,0.199485,1,0.2,0.8296133336,0.4148066664,1.038,0.519,0.842268041,0.1895103094,0.0291475348,0.0145737678,2.9,5,-1.993,1.25,1.504,0.2632,0.75,0.16875,0,0,0,0
491,87.2,1.3798454304,-1,0.3562781175,34.21,2.3948088229,1.01702,0.0813616,0.99,0.396,0.65,0.325,0.8883,0.1998675,1,0.2,0.8280900003,0.4140449997,1.034,0.517,0.845027289,0.1901311402,0.0291781509,0.0145890759,3,5,-1.989,1.25,1.502,0.26285,0.75,0.16875,0,0,0,0
490,87,1.156670083,-1,0.383574975,34,2.324226036,1.0165,0.08132,0.99,0.396,0.65,0.325,0.89,0.20025,1,0.2,0.826566667,0.413283333,1.03,0.515,0.847786537,0.190751971,0.029208767,0.014604384,3.1,5,-1.985,1.25,1.5,0.2625,0.75,0.16875,0,0,0,0
489,86.8,1.3849635199,-1,0.3699800775,33.65,2.1791036806,1.01586,0.0812688,0.99,0.396,0.647,0.3235,0.8916,0.20061,1,0.2,0.8250433336,0.4125216664,1.023,0.5115,0.8505457851,0.1913728018,0.0292393831,0.014619692,3.18,5,-1.981,1.25,1.499,0.262325,0.75,0.16875,0,0,0,0
488,86.6,1.6132569568,-1,0.35638518,33.3,2.0339813252,1.01522,0.0812176,0.99,0.396,0.644,0.322,0.8932,0.20097,1,0.2,0.8235200002,0.4117599998,1.016,0.508,0.8533050332,0.1919936326,0.0292699992,0.014635,3.26,5,-1.977,1.25,1.498,0.26215,0.75,0.16875,0,0,0,0
487,86.4,1.8415503937,-1,0.3427902825,32.95,1.8888589698,1.01458,0.0811664,0.99,0.396,0.641,0.3205,0.8948,0.20133,1,0.2,0.8219966668,0.4109983332,1.009,0.5045,0.8560642813,0.1926144634,0.0293006153,0.014650308,3.34,5,-1.973,1.25,1.497,0.261975,0.75,0.16875,0,0,0,0
486,86.2,2.0698438306,-1,0.329195385,32.6,1.7437366144,1.01394,0.0811152,0.99,0.396,0.638,0.319,0.8964,0.20169,1,0.2,0.8204733334,0.4102366666,1.002,0.501,0.8588235294,0.1932352942,0.0293312314,0.014665616,3.42,5,-1.969,1.25,1.496,0.2618,0.75,0.16875,0,0,0,0
485,86,2.2981372675,-1,0.3156004875,32.25,1.598614259,1.0133,0.081064,0.99,0.396,0.635,0.3175,0.898,0.20205,1,0.2,0.81895,0.409475,0.995,0.4975,0.8615827775,0.193856125,0.0293618475,0.014680924,3.5,5,-1.965,1.25,1.495,0.261625,0.75,0.16875,0,0,0,0
484,85.8,2.5264307044,-1,0.30200559,31.9,1.4534919036,1.01266,0.0810128,0.99,0.396,0.632,0.316,0.8996,0.20241,1,0.2,0.8174266666,0.4087133334,0.988,0.494,0.8643420256,0.1944769558,0.0293924636,0.014696232,3.58,5,-1.961,1.25,1.494,0.26145,0.75,0.16875,0,0,0,0
483,85.6,2.7547241413,-1,0.2884106925,31.55,1.3083695482,1.01202,0.0809616,0.99,0.396,0.629,0.3145,0.9012,0.20277,1,0.2,0.8159033332,0.4079516668,0.981,0.4905,0.8671012737,0.1950977866,0.0294230797,0.01471154,3.66,5,-1.957,1.25,1.493,0.261275,0.75,0.16875,0,0,0,0
482,85.4,2.9830175782,-1,0.274815795,31.2,1.1632471928,1.01138,0.0809104,0.99,0.396,0.626,0.313,0.9028,0.20313,1,0.2,0.8143799998,0.4071900002,0.974,0.487,0.8698605218,0.1957186174,0.0294536958,0.014726848,3.74,5,-1.953,1.25,1.492,0.2611,0.75,0.16875,0,0,0,0
481,85.2,3.2113110151,-1,0.2612208975,30.85,1.0181248374,1.01074,0.0808592,0.99,0.396,0.623,0.3115,0.9044,0.20349,1,0.2,0.8128566664,0.4064283336,0.967,0.4835,0.8726197699,0.1963394482,0.0294843119,0.014742156,3.82,5,-1.949,1.25,1.491,0.260925,0.75,0.16875,0,0,0,0
480,85,3.439604452,-1,0.247626,30.5,0.873002482,1.0101,0.080808,0.99,0.396,0.62,0.31,0.906,0.20385,1,0.2,0.811333333,0.405666667,0.96,0.48,0.875379018,0.196960279,0.029514928,0.014757464,3.9,5,-1.945,1.25,1.49,0.26075,0.75,0.16875,0,0,0,0
479,84.7,3.4571940614,-1,0.25558524,30.19,0.965731861,1.00932,0.0807456,0.998,0.3992,0.62,0.31,0.9077,0.2042325,1,0.2,0.8098099997,0.4049050003,0.956,0.478,0.878138266,0.1975811098,0.0294815224,0.0147407612,3.97,5,-1.941,1.25,1.491,0.260925,0.75,0.16875,0,0,0,0
478,84.4,3.4747836708,-1,0.26354448,29.88,1.05846124,1.00854,0.0806832,1.006,0.4024,0.62,0.31,0.9094,0.204615,1,0.2,0.8082866664,0.4041433336,0.952,0.476,0.880897514,0.1982019406,0.0294481168,0.0147240584,4.04,5,-1.937,1.25,1.492,0.2611,0.75,0.16875,0,0,0,0
477,84.1,3.4923732802,-1,0.27150372,29.57,1.151190619,1.00776,0.0806208,1.014,0.4056,0.62,0.31,0.9111,0.2049975,1,0.2,0.8067633331,0.4033816669,0.948,0.474,0.883656762,0.1988227714,0.0294147112,0.0147073556,4.11,5,-1.933,1.25,1.493,0.261275,0.75,0.16875,0,0,0,0
476,83.8,3.5099628896,-1,0.27946296,29.26,1.243919998,1.00698,0.0805584,1.022,0.4088,0.62,0.31,0.9128,0.20538,1,0.2,0.8052399998,0.4026200002,0.944,0.472,0.88641601,0.1994436022,0.0293813056,0.0146906528,4.18,5,-1.929,1.25,1.494,0.26145,0.75,0.16875,0,0,0,0
475,83.5,3.527552499,-1,0.2874222,28.95,1.336649377,1.0062,0.080496,1.03,0.412,0.62,0.31,0.9145,0.2057625,1,0.2,0.8037166665,0.4018583335,0.94,0.47,0.889175258,0.200064433,0.0293479,0.01467395,4.25,5,-1.925,1.25,1.495,0.261625,0.75,0.16875,0,0,0,0
474,83.2,3.5451421084,-1,0.29538144,28.64,1.429378756,1.00542,0.0804336,1.038,0.4152,0.62,0.31,0.9162,0.206145,1,0.2,0.8021933332,0.4010966668,0.936,0.468,0.891934506,0.2006852638,0.0293144944,0.0146572472,4.32,5,-1.921,1.25,1.496,0.2618,0.75,0.16875,0,0,0,0
473,82.9,3.5627317178,-1,0.30334068,28.33,1.522108135,1.00464,0.0803712,1.046,0.4184,0.62,0.31,0.9179,0.2065275,1,0.2,0.8006699999,0.4003350001,0.932,0.466,0.894693754,0.2013060946,0.0292810888,0.0146405444,4.39,5,-1.917,1.25,1.497,0.261975,0.75,0.16875,0,0,0,0
472,82.6,3.5803213272,-1,0.31129992,28.02,1.614837514,1.00386,0.0803088,1.054,0.4216,0.62,0.31,0.9196,0.20691,1,0.2,0.7991466666,0.3995733334,0.928,0.464,0.897453002,0.2019269254,0.0292476832,0.0146238416,4.46,5,-1.913,1.25,1.498,0.26215,0.75,0.16875,0,0,0,0
471,82.3,3.5979109366,-1,0.31925916,27.71,1.707566893,1.00308,0.0802464,1.062,0.4248,0.62,0.31,0.9213,0.2072925,1,0.2,0.7976233333,0.3988116667,0.924,0.462,0.90021225,0.2025477562,0.0292142776,0.0146071388,4.53,5,-1.909,1.25,1.499,0.262325,0.75,0.16875,0,0,0,0
470,82,3.615500546,-1,0.3272184,27.4,1.800296272,1.0023,0.080184,1.07,0.428,0.62,0.31,0.923,0.207675,1,0.2,0.7961,0.39805,0.92,0.46,0.902971498,0.203168587,0.029180872,0.014590436,4.6,5,-1.905,1.25,1.5,0.2625,0.75,0.16875,0,0,0,0
469,81.8,3.8129556721,-0.9,0.32159772,27.2,1.7115099094,1.00141,0.0801128,1.07,0.428,0.62,0.31,0.9137,0.2055825,1,0.2,0.79814,0.39907,0.918,0.459,0.9073074592,0.2041441783,0.0290259179,0.014512959,4.72,5,-1.899,1.25,1.502,0.26285,0.75,0.16875,0,0,0,0
468,81.6,4.0104107982,-0.8,0.31597704,27,1.6227235468,1.00052,0.0800416,1.07,0.428,0.62,0.31,0.9044,0.20349,1,0.2,0.80018,0.40009,0.916,0.458,0.9116434204,0.2051197696,0.0288709638,0.014435482,4.84,5,-1.893,1.25,1.504,0.2632,0.75,0.16875,0,0,0,0
467,81.4,4.2078659243,-0.7,0.31035636,26.8,1.5339371842,0.99963,0.0799704,1.07,0.428,0.62,0.31,0.8951,0.2013975,1,0.2,0.80222,0.40111,0.914,0.457,0.9159793816,0.2060953609,0.0287160097,0.014358005,4.96,5,-1.887,1.25,1.506,0.26355,0.75,0.16875,0,0,0,0
466,81.2,4.4053210504,-0.6,0.30473568,26.6,1.4451508216,0.99874,0.0798992,1.07,0.428,0.62,0.31,0.8858,0.199305,1,0.2,0.80426,0.40213,0.912,0.456,0.9203153428,0.2070709522,0.0285610556,0.014280528,5.08,5,-1.881,1.25,1.508,0.2639,0.75,0.16875,0,0,0,0
465,81,4.6027761765,-0.5,0.299115,26.4,1.356364459,0.99785,0.079828,1.07,0.428,0.62,0.31,0.8765,0.1972125,1,0.2,0.8063,0.40315,0.91,0.455,0.924651304,0.2080465435,0.0284061015,0.014203051,5.2,5,-1.875,1.25,1.51,0.26425,0.75,0.16875,0,0,0,0
464,80.8,4.8002313026,-0.4,0.29349432,26.2,1.2675780964,0.99696,0.0797568,1.07,0.428,0.62,0.31,0.8672,0.19512,1,0.2,0.80834,0.40417,0.908,0.454,0.9289872652,0.2090221348,0.0282511474,0.014125574,5.32,5,-1.869,1.25,1.512,0.2646,0.75,0.16875,0,0,0,0
463,80.6,4.9976864287,-0.3,0.28787364,26,1.1787917338,0.99607,0.0796856,1.07,0.428,0.62,0.31,0.8579,0.1930275,1,0.2,0.81038,0.40519,0.906,0.453,0.9333232264,0.2099977261,0.0280961933,0.014048097,5.44,5,-1.863,1.25,1.514,0.26495,0.75,0.16875,0,0,0,0
462,80.4,5.1951415548,-0.2,0.28225296,25.8,1.0900053712,0.99518,0.0796144,1.07,0.428,0.62,0.31,0.8486,0.190935,1,0.2,0.81242,0.40621,0.904,0.452,0.9376591876,0.2109733174,0.0279412392,0.01397062,5.56,5,-1.857,1.25,1.516,0.2653,0.75,0.16875,0,0,0,0
461,80.2,5.3925966809,-0.1,0.27663228,25.6,1.0012190086,0.99429,0.0795432,1.07,0.428,0.62,0.31,0.8393,0.1888425,1,0.2,0.81446,0.40723,0.902,0.451,0.9419951488,0.2119489087,0.0277862851,0.013893143,5.68,5,-1.851,1.25,1.518,0.26565,0.75,0.16875,0,0,0,0
460,80,5.590051807,0,0.2710116,25.4,0.912432646,0.9934,0.079472,1.07,0.428,0.62,0.31,0.83,0.18675,1,0.2,0.8165,0.40825,0.9,0.45,0.94633111,0.2129245,0.027631331,0.013815666,5.8,5,-1.845,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
459,79.8,5.1832256858,0,0.27029628,25.46,1.0110103497,0.99239,0.0793912,1.078,0.4312,0.625,0.3125,0.8207,0.1846575,1,0.2,0.81854,0.40927,0.91,0.455,0.9506670712,0.2139000912,0.0274763768,0.0137381889,5.68,5,-1.839,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
458,79.6,4.7763995646,0,0.26958096,25.52,1.1095880534,0.99138,0.0793104,1.086,0.4344,0.63,0.315,0.8114,0.182565,1,0.2,0.82058,0.41029,0.92,0.46,0.9550030324,0.2148756824,0.0273214226,0.0136607118,5.56,5,-1.833,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
457,79.4,4.3695734434,0,0.26886564,25.58,1.2081657571,0.99037,0.0792296,1.094,0.4376,0.635,0.3175,0.8021,0.1804725,1,0.2,0.82262,0.41131,0.93,0.465,0.9593389936,0.2158512736,0.0271664684,0.0135832347,5.44,5,-1.827,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
456,79.2,3.9627473222,0,0.26815032,25.64,1.3067434608,0.98936,0.0791488,1.102,0.4408,0.64,0.32,0.7928,0.17838,1,0.2,0.82466,0.41233,0.94,0.47,0.9636749548,0.2168268648,0.0270115142,0.0135057576,5.32,5,-1.821,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
455,79,3.555921201,0,0.267435,25.7,1.4053211645,0.98835,0.079068,1.11,0.444,0.645,0.3225,0.7835,0.1762875,1,0.2,0.8267,0.41335,0.95,0.475,0.968010916,0.217802456,0.02685656,0.0134282805,5.2,5,-1.815,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
454,78.8,3.1490950798,0,0.26671968,25.76,1.5038988682,0.98734,0.0789872,1.118,0.4472,0.65,0.325,0.7742,0.174195,1,0.2,0.82874,0.41437,0.96,0.48,0.9723468772,0.2187780472,0.0267016058,0.0133508034,5.08,5,-1.809,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
453,78.6,2.7422689586,0,0.26600436,25.82,1.6024765719,0.98633,0.0789064,1.126,0.4504,0.655,0.3275,0.7649,0.1721025,1,0.2,0.83078,0.41539,0.97,0.485,0.9766828384,0.2197536384,0.0265466516,0.0132733263,4.96,5,-1.803,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
452,78.4,2.3354428374,0,0.26528904,25.88,1.7010542756,0.98532,0.0788256,1.134,0.4536,0.66,0.33,0.7556,0.17001,1,0.2,0.83282,0.41641,0.98,0.49,0.9810187996,0.2207292296,0.0263916974,0.0131958492,4.84,5,-1.797,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
451,78.2,1.9286167162,0,0.26457372,25.94,1.7996319793,0.98431,0.0787448,1.142,0.4568,0.665,0.3325,0.7463,0.1679175,1,0.2,0.83486,0.41743,0.99,0.495,0.9853547608,0.2217048208,0.0262367432,0.0131183721,4.72,5,-1.791,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
450,78,1.521790595,0,0.2638584,26,1.898209683,0.9833,0.078664,1.15,0.46,0.67,0.335,0.737,0.165825,1,0.2,0.8369,0.41845,1,0.5,0.989690722,0.222680412,0.026081789,0.013040895,4.6,5,-1.785,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
449,78.1,1.6483302047,0.07,0.3165228,26.1,1.9174969511,0.9822,0.078576,1.178,0.4712,0.666,0.333,0.7388,0.16623,1,0.2,0.83733,0.418665,1.01,0.505,0.9853699215,0.2217082319,0.0259268349,0.0129634179,4.4,5,-1.851,1.25,1.523,0.266525,0.75,0.16875,0,0,0,0
448,78.2,1.7748698144,0.14,0.3691872,26.2,1.9367842192,0.9811,0.078488,1.206,0.4824,0.662,0.331,0.7406,0.166635,1,0.2,0.83776,0.41888,1.02,0.51,0.981049121,0.2207360518,0.0257718808,0.0128859408,4.2,5,-1.917,1.25,1.526,0.26705,0.75,0.16875,0,0,0,0
447,78.3,1.9014094241,0.21,0.4218516,26.3,1.9560714873,0.98,0.0784,1.234,0.4936,0.658,0.329,0.7424,0.16704,1,0.2,0.83819,0.419095,1.03,0.515,0.9767283205,0.2197638717,0.0256169267,0.0128084637,4,5,-1.983,1.25,1.529,0.267575,0.75,0.16875,0,0,0,0
446,78.4,2.0279490338,0.28,0.474516,26.4,1.9753587554,0.9789,0.078312,1.262,0.5048,0.654,0.327,0.7442,0.167445,1,0.2,0.83862,0.41931,1.04,0.52,0.97240752,0.2187916916,0.0254619726,0.0127309866,3.8,5,-2.049,1.25,1.532,0.2681,0.75,0.16875,0,0,0,0
445,78.5,2.1544886435,0.35,0.5271804,26.5,1.9946460235,0.9778,0.078224,1.29,0.516,0.65,0.325,0.746,0.16785,1,0.2,0.83905,0.419525,1.05,0.525,0.9680867195,0.2178195115,0.0253070185,0.0126535095,3.6,5,-2.115,1.25,1.535,0.268625,0.75,0.16875,0,0,0,0
444,78.6,2.2810282532,0.42,0.5798448,26.6,2.0139332916,0.9767,0.078136,1.318,0.5272,0.646,0.323,0.7478,0.168255,1,0.2,0.83948,0.41974,1.06,0.53,0.963765919,0.2168473314,0.0251520644,0.0125760324,3.4,5,-2.181,1.25,1.538,0.26915,0.75,0.16875,0,0,0,0
443,78.7,2.4075678629,0.49,0.6325092,26.7,2.0332205597,0.9756,0.078048,1.346,0.5384,0.642,0.321,0.7496,0.16866,1,0.2,0.83991,0.419955,1.07,0.535,0.9594451185,0.2158751513,0.0249971103,0.0124985553,3.2,5,-2.247,1.25,1.541,0.269675,0.75,0.16875,0,0,0,0
442,78.8,2.5341074726,0.56,0.6851736,26.8,2.0525078278,0.9745,0.07796,1.374,0.5496,0.638,0.319,0.7514,0.169065,1,0.2,0.84034,0.42017,1.08,0.54,0.955124318,0.2149029712,0.0248421562,0.0124210782,3,5,-2.313,1.25,1.544,0.2702,0.75,0.16875,0,0,0,0
441,78.9,2.6606470823,0.63,0.737838,26.9,2.0717950959,0.9734,0.077872,1.402,0.5608,0.634,0.317,0.7532,0.16947,1,0.2,0.84077,0.420385,1.09,0.545,0.9508035175,0.2139307911,0.0246872021,0.0123436011,2.8,5,-2.379,1.25,1.547,0.270725,0.75,0.16875,0,0,0,0
440,79,2.787186692,0.7,0.7905024,27,2.091082364,0.9723,0.077784,1.43,0.572,0.63,0.315,0.755,0.169875,1,0.2,0.8412,0.4206,1.1,0.55,0.946482717,0.212958611,0.024532248,0.012266124,2.6,5,-2.445,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
439,79.2,2.7020473519,0.73,0.77529528,27.06,2.0563792389,0.9711,0.077688,1.43,0.572,0.629,0.3145,0.7568,0.17028,1,0.2,0.84163,0.420815,1.121,0.5605,0.9594451184,0.2158751514,0.0243772938,0.0121886469,2.35,5,-2.247,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
438,79.4,2.6169080118,0.76,0.76008816,27.12,2.0216761138,0.9699,0.077592,1.43,0.572,0.628,0.314,0.7586,0.170685,1,0.2,0.84206,0.42103,1.142,0.571,0.9724075198,0.2187916918,0.0242223396,0.0121111698,2.1,5,-2.049,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
437,79.6,2.5317686717,0.79,0.74488104,27.18,1.9869729887,0.9687,0.077496,1.43,0.572,0.627,0.3135,0.7604,0.17109,1,0.2,0.84249,0.421245,1.163,0.5815,0.9853699212,0.2217082322,0.0240673854,0.0120336927,1.85,5,-1.851,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
436,79.8,2.4466293316,0.82,0.72967392,27.24,1.9522698636,0.9675,0.0774,1.43,0.572,0.626,0.313,0.7622,0.171495,1,0.2,0.84292,0.42146,1.184,0.592,0.9983323226,0.2246247726,0.0239124312,0.0119562156,1.6,5,-1.653,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
435,80,2.3614899915,0.85,0.7144668,27.3,1.9175667385,0.9663,0.077304,1.43,0.572,0.625,0.3125,0.764,0.1719,1,0.2,0.84335,0.421675,1.205,0.6025,1.011294724,0.227541313,0.023757477,0.0118787385,1.35,5,-1.455,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
434,80.2,2.2763506514,0.88,0.69925968,27.36,1.8828636134,0.9651,0.077208,1.43,0.572,0.624,0.312,0.7658,0.172305,1,0.2,0.84378,0.42189,1.226,0.613,1.0242571254,0.2304578534,0.0236025228,0.0118012614,1.1,5,-1.257,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
433,80.4,2.1912113113,0.91,0.68405256,27.42,1.8481604883,0.9639,0.077112,1.43,0.572,0.623,0.3115,0.7676,0.17271,1,0.2,0.84421,0.422105,1.247,0.6235,1.0372195268,0.2333743938,0.0234475686,0.0117237843,0.85,5,-1.059,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
432,80.6,2.1060719712,0.94,0.66884544,27.48,1.8134573632,0.9627,0.077016,1.43,0.572,0.622,0.311,0.7694,0.173115,1,0.2,0.84464,0.42232,1.268,0.634,1.0501819282,0.2362909342,0.0232926144,0.0116463072,0.6,5,-0.861,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
431,80.8,2.0209326311,0.97,0.65363832,27.54,1.7787542381,0.9615,0.07692,1.43,0.572,0.621,0.3105,0.7712,0.17352,1,0.2,0.84507,0.422535,1.289,0.6445,1.0631443296,0.2392074746,0.0231376602,0.0115688301,0.35,5,-0.663,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
430,81,1.935793291,1,0.6384312,27.6,1.744051113,0.9603,0.076824,1.43,0.572,0.62,0.31,0.773,0.173925,1,0.2,0.8455,0.42275,1.31,0.655,1.076106731,0.242124015,0.022982706,0.011491353,0.1,5,-0.465,1.25,1.55,0.27125,0.75,0.16875,0,0,0,0
429,81.5,1.9693121832,1.05,0.65657124,27.49,1.6989029256,0.95902,0.0767216,1.441,0.5764,0.632,0.316,0.7748,0.17433,1,0.2,0.8447433333,0.4223716667,1.307,0.6535,1.0768243377,0.2422854764,0.0229330859,0.011466543,-0.0999999999999999,5,-0.5089,1.25,1.548,0.2709,0.75,0.16875,0,0,0,0
428,82,2.0028310754,1.1,0.67471128,27.38,1.6537547382,0.95774,0.0766192,1.452,0.5808,0.644,0.322,0.7766,0.174735,1,0.2,0.8439866666,0.4219933334,1.304,0.652,1.0775419444,0.2424469378,0.0228834658,0.011441733,-0.3,5,-0.5528,1.25,1.546,0.27055,0.75,0.16875,0,0,0,0
427,82.5,2.0363499676,1.15,0.69285132,27.27,1.6086065508,0.95646,0.0765168,1.463,0.5852,0.656,0.328,0.7784,0.17514,1,0.2,0.8432299999,0.4216150001,1.301,0.6505,1.0782595511,0.2426083992,0.0228338457,0.011416923,-0.5,5,-0.5967,1.25,1.544,0.2702,0.75,0.16875,0,0,0,0
426,83,2.0698688598,1.2,0.71099136,27.16,1.5634583634,0.95518,0.0764144,1.474,0.5896,0.668,0.334,0.7802,0.175545,1,0.2,0.8424733332,0.4212366668,1.298,0.649,1.0789771578,0.2427698606,0.0227842256,0.011392113,-0.7,5,-0.6406,1.25,1.542,0.26985,0.75,0.16875,0,0,0,0
425,83.5,2.103387752,1.25,0.7291314,27.05,1.518310176,0.9539,0.076312,1.485,0.594,0.68,0.34,0.782,0.17595,1,0.2,0.8417166665,0.4208583335,1.295,0.6475,1.0796947645,0.242931322,0.0227346055,0.011367303,-0.9,5,-0.6845,1.25,1.54,0.2695,0.75,0.16875,0,0,0,0
424,84,2.1369066442,1.3,0.74727144,26.94,1.4731619886,0.95262,0.0762096,1.496,0.5984,0.692,0.346,0.7838,0.176355,1,0.2,0.8409599998,0.4204800002,1.292,0.646,1.0804123712,0.2430927834,0.0226849854,0.011342493,-1.1,5,-0.7284,1.25,1.538,0.26915,0.75,0.16875,0,0,0,0
423,84.5,2.1704255364,1.35,0.76541148,26.83,1.4280138012,0.95134,0.0761072,1.507,0.6028,0.704,0.352,0.7856,0.17676,1,0.2,0.8402033331,0.4201016669,1.289,0.6445,1.0811299779,0.2432542448,0.0226353653,0.011317683,-1.3,5,-0.7723,1.25,1.536,0.2688,0.75,0.16875,0,0,0,0
422,85,2.2039444286,1.4,0.78355152,26.72,1.3828656138,0.95006,0.0760048,1.518,0.6072,0.716,0.358,0.7874,0.177165,1,0.2,0.8394466664,0.4197233336,1.286,0.643,1.0818475846,0.2434157062,0.0225857452,0.011292873,-1.5,5,-0.8162,1.25,1.534,0.26845,0.75,0.16875,0,0,0,0
421,85.5,2.2374633208,1.45,0.80169156,26.61,1.3377174264,0.94878,0.0759024,1.529,0.6116,0.728,0.364,0.7892,0.17757,1,0.2,0.8386899997,0.4193450003,1.283,0.6415,1.0825651913,0.2435771676,0.0225361251,0.011268063,-1.7,5,-0.8601,1.25,1.532,0.2681,0.75,0.16875,0,0,0,0
420,86,2.270982213,1.5,0.8198316,26.5,1.292569239,0.9475,0.0758,1.54,0.616,0.74,0.37,0.791,0.177975,1,0.2,0.837933333,0.418966667,1.28,0.64,1.083282798,0.243738629,0.022486505,0.011243253,-1.9,5,-0.904,1.25,1.53,0.26775,0.75,0.16875,0,0,0,0
419,86.1,2.3797330794,1.55,0.77176944,26.21,1.2532307967,0.94614,0.0756912,1.549,0.6196,0.74,0.37,0.7928,0.17838,1,0.2,0.8371766664,0.4185883336,1.277,0.6385,1.0840004046,0.2439000905,0.0224788713,0.0112394361,-1.8,5,-0.9479,1.25,1.525,0.266875,0.75,0.16875,0,0,0,0
418,86.2,2.4884839458,1.6,0.72370728,25.92,1.2138923544,0.94478,0.0755824,1.558,0.6232,0.74,0.37,0.7946,0.178785,1,0.2,0.8364199998,0.4182100002,1.274,0.637,1.0847180112,0.244061552,0.0224712376,0.0112356192,-1.7,5,-0.9918,1.25,1.52,0.266,0.75,0.16875,0,0,0,0
417,86.3,2.5972348122,1.65,0.67564512,25.63,1.1745539121,0.94342,0.0754736,1.567,0.6268,0.74,0.37,0.7964,0.17919,1,0.2,0.8356633332,0.4178316668,1.271,0.6355,1.0854356178,0.2442230135,0.0224636039,0.0112318023,-1.6,5,-1.0357,1.25,1.515,0.265125,0.75,0.16875,0,0,0,0
