fHR,efHR,fHRall,efHRall
0.038944990685745,0.00973624767143625,0.160439078657769,0.0401097696644422
0.0363925881770232,0.00909814704425579,0.110013816717737,0.0275034541794343
0.0346854578918882,0.00867136447297205,0.0786454184383458,0.0196613546095864
0.0406444563324996,0.0101611140831249,0.0942651253292121,0.023566281332303
0.0349021767743658,0.00872554419359145,0.15600418760521,0.0390010469013026
0.036207081371789,0.00905177034294725,0.205100240540634,0.0512750601351586
0.0524740485233426,0.0131185121308356,0.273332575007775,0.0683331437519438
0.118626281302175,0.0296565703255438,0.644102259472448,0.161025564868112
0.108926569191533,0.0272316422978833,0.707415849524084,0.176853962381021
0.102753957632849,0.0256884894082123,0.630390985502357,0.157597746375589
0.112561488702428,0.0281403721756069,0.717808755241657,0.179452188810414
0.134485407645127,0.0336213519112817,0.872046012488692,0.218011503122173
0.132690638754524,0.0331726596886311,0.810796427402663,0.202699106850666
0.133962102033773,0.0334905255084433,0.83944320005276,0.20986080001319
0.136802437018175,0.0342006092545438,0.842420158155621,0.210605039538905
0.199194339976886,0.0497985849942214,0.987000329953763,0.246750082488441
0.257939925774827,0.0644849814437068,1.0037720802677,0.250943020066926
0.276584670035707,0.0691461675089266,1.0385304157368,0.2596326039342
0.271461387117382,0.0678653467793454,0.927041748932437,0.231760437233109
0.240944551840527,0.0602361379601318,0.787229707881586,0.196807426970396
0.218537377922476,0.0546343444806191,0.958434847233643,0.239608711808411
0.210396600598488,0.0525991501496221,0.827628291021513,0.206907072755378
0.222736898583134,0.0556842246457834,0.806076071807044,0.201519017951761
0.243627401227318,0.0609068503068296,0.788935214337139,0.197233803584285
0.23448888437597,0.0586222210939926,0.758282240913436,0.189570560228359
0.221145422912609,0.0552863557281524,0.714257139421114,0.178564284855279
0.712100016594649,0.178025004148662,1.25833756915273,0.314584392288183
0.714036885602725,0.178509221400681,1.32653787129425,0.331634467823562
0.69632842079203,0.174082105198008,1.27973009020148,0.31993252255037
0.692891839476511,0.173222959869128,1.19142845943378,0.297857114858446
0.379287193271366,0.0948217983178414,0.853188776231302,0.213297194057825
0.396614071748223,0.0991535179370558,0.921338635245438,0.23033465881136
0.333159538417326,0.0832898846043315,1.035103591128,0.258775897782
0.262172317054394,0.0655430792635986,0.962461255952241,0.24061531398806
0.199922395991398,0.0499805989978496,0.837705044640555,0.209426261160139
0.186418153664197,0.0466045384160492,0.724590234622224,0.181147558655556
0.183650687180301,0.0459126717950752,0.804819772050953,0.201204943012738
0.176181468221067,0.0440453670552668,0.778390163076746,0.194597540769186
0.184608769592482,0.0461521923981206,0.736939512842234,0.184234878210558
0.179435879122864,0.044858969780716,0.686622951632097,0.171655737908024
0.16615617033076,0.04153904258269,0.637000622628735,0.159250155657184
0.166266951236516,0.041566737809129,0.724466994907982,0.181116748726996
0.168918811505912,0.042229702876478,0.667246246892879,0.16681156172322
0.15616177210717,0.0390404430267924,0.717233078549534,0.179308269637384
0.146202882620852,0.0365507206552129,0.588520111020897,0.147130027755224
0.125604780211473,0.0314011950528682,0.404628042838069,0.101157010709517
0.11816020933476,0.02954005233369,0.526305126831292,0.131576281707823
0.119925591858039,0.0299813979645098,0.505616882914413,0.126404220728603
0.112566912216817,0.0281417280542042,0.406271632363099,0.101567908090775
0.115426155852347,0.0288565389630867,0.422784858308162,0.10569621457704
0.36772679068019,0.0919316976700476,0.708808678512159,0.17720216962804
0.151843912655787,0.0379609781639468,0.576633063350793,0.144158265837698
0.1556749349068,0.0389187337266999,0.519121445768263,0.129780361442066
0.155302147126377,0.0388255367815941,0.508670873173019,0.127167718293255
0.158824622494714,0.0397061556236784,0.542875790980326,0.135718947745082
0.143568368500722,0.0358920921251804,0.599504795162702,0.149876198790676
0.154419390476234,0.0386048476190584,0.672227671745986,0.168056917936497
0.194140552946963,0.0485351382367408,0.779045373963527,0.194761343490882
0.193292548755242,0.0483231371888106,0.75332927190929,0.188332317977322
0.185238964349405,0.0463097410873512,0.620585364857617,0.155146341214404
0.284577554870086,0.0711443887175215,1.10725547436014,0.276813868590036
0.307459495439559,0.0768648738598897,1.19284036688649,0.298210091721623
0.312023250002162,0.0780058125005405,1.08251224759038,0.270628061897595
0.342532243406754,0.0856330608516885,1.17052075134874,0.292630187837186
0.378677486100645,0.0946693715251614,1.28808069689956,0.322020174224889
0.356757136807536,0.089189284201884,1.32633418117619,0.331583545294048
0.339419701910497,0.0848549254776243,1.19780132358032,0.299450330895079
0.347088281175344,0.086772070293836,1.26791632294391,0.316979080735978
0.282607748075262,0.0706519370188155,1.08612815762382,0.271532039405956
0.268223517039435,0.0670558792598588,0.963615520001444,0.240903880000361
0.26905518977371,0.0672637974434275,0.932144233134783,0.233036058283696
0.260180275359438,0.0650450688398596,0.961171196250665,0.240292799062666
0.252314043007044,0.063078510751761,0.960948657045032,0.240237164261258
0.242823023488514,0.0607057558721284,0.822538859018339,0.205634714754585
0.250048008216819,0.0625120020542047,0.805542256804698,0.201385564201175
0.290507481060628,0.072626870265157,1.04680147851521,0.261700369628802
0.304057432500544,0.0760143581251359,1.24184940552033,0.310462351380083
0.268763267228551,0.0671908168071378,0.922147332465806,0.230536833116452
0.231976260540521,0.0579940651351303,0.690962621845805,0.172740655461451
0.200695665967758,0.0501739164919396,0.621662406455366,0.155415601613842
0.172701353876197,0.0431753384690492,0.498888931643191,0.124722232910798
